budget,genres,original_language,revenue,runtime,vote_average,vote_count,director
53000000,Animation Family,en,139804348,94.0,7.4,1432,Gary Goldman
52500000,Drama Music Romance,en,179213434,127.0,7.4,1300,Baz Luhrmann
75000000,Mystery Thriller Crime,en,54249294,89.0,5.4,113,Harold Becker
53000000,Crime Drama,en,98837872,122.0,6.3,1242,Scott Cooper
90000000,War Drama History,en,65900249,132.0,6.7,526,Clint Eastwood
53000000,Drama Crime Thriller,en,126690726,109.0,7.2,1486,F. Gary Gray
67000000,Thriller Action Horror,en,25037897,191.0,6.8,459,Robert Rodriguez
0,Drama Thriller,en,0,172.0,5.9,26,Jonathan Demme
0,Drama Romance,en,5761917,124.0,5.4,81,Curtis Hanson
52000000,Drama Crime,en,352114312,141.0,7.7,3795,Steven Spielberg
40000000,Thriller Drama History,en,132820716,157.0,6.7,1702,Kathryn Bigelow
52000000,Romance Comedy,en,204999686,106.0,5.6,832,Peyton Reed
52000000,Comedy Romance,en,609841637,108.0,6.4,1386,Phyllida Lloyd
52000000,Comedy Romance,en,216485654,125.0,5.7,1013,Garry Marshall
50000000,Action Adventure Comedy,en,110803676,104.0,5.1,316,Jay Chandrasekhar
52000000,Drama History War,en,98126565,170.0,7.2,771,Terrence Malick
52000000,Comedy,en,75450437,112.0,5.9,736,David Dobkin
82000000,Comedy Drama Romance,en,47434430,118.0,6.9,435,Milo\u0161 Forman
52000000,Drama Crime,en,116112375,178.0,7.8,1307,Martin Scorsese
52000000,Action Crime Thriller,en,52826594,92.0,6.1,675,Pierre Morel
52000000,Action Comedy Fantasy,en,0,104.0,5.1,278,Paul Hunter
51000000,Comedy,en,149270999,116.0,6.1,927,Bobby Farrelly
51000000,Animation Comedy Family,en,72779000,90.0,5.3,225,Steve Oedekerk
0,Comedy Family,en,47231070,93.0,5.1,109,John Whitesell
50000000,Adventure Fantasy Drama Romance,en,709827462,130.0,5.6,2436,Chris Weitz
60000000,Adventure Animation Comedy Family Fantasy,en,484409218,90.0,7.3,4056,Andrew Adamson
50200000,Science Fiction Thriller Romance,en,127869379,106.0,6.5,1652,George Nolfi
48000000,Adventure,en,390493908,143.0,6.6,909,Kevin Reynolds
50000000,Comedy Drama Romance,en,273552592,139.0,6.7,913,Cameron Crowe
50000000,Comedy Fantasy,en,549368315,106.0,6.3,4697,Seth MacFarlane
50000000,Comedy Romance,en,314178011,139.0,7.2,915,James L. Brooks
50000000,Comedy Drama,en,202292902,115.0,7.0,832,Tom Shadyac
50000000,Comedy,en,173649015,119.0,6.0,923,Adam McKay
50000000,Comedy Romance,en,171269535,96.0,5.6,644,Steven Brill
50000000,Thriller Science Fiction Mystery,en,260095987,112.0,6.6,2435,J.J. Abrams
52000000,Drama,en,256271286,131.0,7.1,716,Steven Soderbergh
50000000,Comedy Romance,en,177371441,116.0,6.3,850,Donald Petrie
50000000,Crime Comedy Action,en,188441614,112.0,7.0,3319,Phil Lord
60000000,Horror Romance,en,223664608,123.0,7.2,1516,Neil Jordan
70000000,Comedy,en,225990978,104.0,6.4,1813,Peyton Reed
50000000,Action Comedy,en,216972543,107.0,6.2,1650,Rawson Marshall Thurber
0,Drama Romance,en,0,124.0,6.9,277,Chris Columbus
50000000,Comedy,en,242786137,96.0,5.8,854,Sean Anders
50000000,Fantasy Comedy Music,en,212902372,125.0,5.6,1652,Rob Marshall
45000000,Crime Drama Thriller,en,184376254,129.0,7.3,1630,Spike Lee
90000000,Drama Action Thriller Crime,en,161626121,100.0,6.7,548,Brian Helgeland
50000000,Action Adventure Drama Mystery Science Fiction,en,152022101,109.0,5.0,213,Frank Marshall
50000000,Drama Comedy Family,en,120081841,124.0,6.5,909,Cameron Crowe
50000000,Action Adventure Drama Mystery Science Fiction,en,155446362,121.0,5.9,1486,Alex Proyas
50000000,Comedy,en,88715192,97.0,5.5,399,Tom Dey
50000000,Drama Horror Thriller,en,161451538,110.0,5.4,632,Hideo Nakata
50000000,Comedy Drama Romance,en,142851197,118.0,7.0,2443,Glenn Ficarra
50000000,Animation Comedy Family,en,200804534,80.0,5.2,820,Peter Hewitt
60000000,Comedy Family,en,0,99.0,5.2,193,Joe Roth
50000000,Drama,en,110206216,133.0,7.0,1381,Bennett Miller
50000000,Action Drama Science Fiction Thriller,en,189859560,127.0,6.3,513,Wolfgang Petersen
50000000,Action Thriller Mystery,en,222809600,106.0,6.8,2268,Jaume Collet-Serra
50000000,Adventure Family Fantasy Science Fiction Thriller,en,106303988,98.0,5.5,509,Andy Fickman
54000000,Action Thriller Fantasy,en,132511035,132.0,7.7,4442,James McTeigue
50000000,Action Adventure Comedy Western,en,88323487,115.0,6.0,692,David Dobkin
50000000,Adventure Animation Comedy Family,en,69834815,86.0,6.2,106,Matthew O'Callaghan
50000000,Comedy Family Adventure Fantasy Romance,en,66002004,101.0,5.1,542,Angela Robinson
50000000,Thriller,en,100020092,113.0,6.0,220,Gary Fleder
50000000,Fantasy Horror Action,en,224803475,88.0,5.7,3239,Tommy Wirkola
50000000,Thriller Drama,en,119137784,124.0,6.3,276,Adrian Lyne
50000000,Action Thriller Science Fiction Adventure,en,144492830,109.0,5.9,1567,D.J. Caruso
50000000,Drama Thriller,en,94000000,128.0,6.3,451,Stephen Gaghan
50000000,Action Drama History Thriller War,en,69411370,144.0,7.0,938,Michael Bay
50000000,Romance Animation Adventure Comedy Family,en,97437106,95.0,7.3,755,Jorge R. Gutierrez
45000000,Thriller,en,82800000,105.0,5.6,267,Richard Loncraine
50000000,Crime Drama Thriller,en,50068310,121.0,6.4,223,Clint Eastwood
50000000,Action Drama,en,48169156,125.0,6.0,395,Ridley Scott
50000000,Drama Thriller Mystery,en,109423648,129.0,7.5,1506,David Fincher
50000000,Horror Mystery,en,97607453,125.0,6.3,1067,Christophe Gans
0,Comedy,en,0,118.0,6.1,203,Howard Deutch
50000000,Comedy,en,234989584,113.0,6.1,1611,Jon Hurwitz
50000000,Action Adventure Crime Drama Mystery,en,44547681,140.0,6.8,582,F. Gary Gray
50000000,Action Thriller,en,160602194,89.0,5.8,817,Steven Quale
50000000,Action Comedy Crime,en,119208989,104.0,5.5,434,John Landis
50000000,Comedy Horror Fantasy,en,41482207,106.0,6.2,652,Joe Dante
50000000,Drama,en,83719388,141.0,7.2,1417,David Dobkin
50000000,Action Thriller,en,0,124.0,5.8,255,Mimi Leder
45000000,Horror Action Science Fiction,en,129394835,94.0,6.1,1267,Alexander Witt
50000000,Comedy Romance,en,40203020,108.0,6.1,750,Beeban Kidron
50000000,Thriller Crime Drama,en,55495563,105.0,6.1,298,Carl Franklin
50000000,Action Thriller,en,49000000,102.0,4.5,104,Steven Seagal
50000000,Adventure Family Science Fiction,en,69425966,92.0,4.4,269,Robert Rodriguez
40000000,Drama Adventure Romance Thriller,en,144056873,119.0,6.3,1233,Danny Boyle
50000000,Drama Comedy Romance,en,49718611,119.0,5.9,189,Garry Marshall
40000000,Action Crime Thriller,en,60462347,99.0,6.2,371,James McTeigue
50000000,Drama Romance,en,0,137.0,6.3,88,Sam Raimi
50000000,Drama Thriller Crime,en,113309743,115.0,4.4,205,Andrew Bergman
50000000,Family Comedy,en,83761844,87.0,5.0,149,Tom Dey
50000000,Drama Fantasy,en,105197635,129.0,5.8,510,Clint Eastwood
50000000,Crime Drama Thriller,en,56714147,120.0,6.0,268,Barbet Schroeder
50000000,Action Adventure Crime Thriller,en,30303072,132.0,6.0,387,Richard Donner
50000000,Crime Drama Thriller,en,82169884,121.0,6.0,654,Peter Webber
50000000,Comedy Drama Romance,en,58900031,95.0,5.9,75,Rob Reiner
44000000,Action Adventure Romance Science Fiction Thriller,en,63327201,125.0,6.0,1817,Andrew Niccol
50000000,Action Drama Mystery Thriller Crime,en,42792561,98.0,6.2,286,John McTiernan
50000000,Crime Drama Mystery Thriller,en,26199517,110.0,6.1,206,Clint Eastwood
50000000,Drama Thriller Crime,en,60161391,118.0,6.0,368,Tom Tykwer
50000000,Action Adventure Science Fiction Thriller,en,42277365,97.0,5.6,373,John Carpenter
70000000,Adventure Animation Family Fantasy Science Fiction,en,23159305,86.0,7.6,1436,Brad Bird
50000000,Adventure Comedy Drama,en,34808403,119.0,7.1,775,Wes Anderson
50000000,War Action Drama History Thriller,en,25035950,139.0,6.6,428,Gary Ross
50000000,Drama Thriller Crime,en,38955598,130.0,7.3,480,Alan Parker
40000000,Comedy Action,en,0,100.0,5.4,120,Stephen Herek
50000000,Action Crime Drama Mystery Thriller,en,71561644,114.0,6.3,1148,Jaume Collet-Serra
51500000,Thriller Crime Mystery,en,55112356,100.0,7.2,848,David Cronenberg
50000000,Action Thriller Adventure Crime,en,44434439,110.0,5.8,458,John Stockwell
60000000,Adventure Drama Action History War,fr,66976317,148.0,6.2,367,Luc Besson
49900000,Comedy,en,26121638,102.0,5.2,501,David Gordon Green
50000000,Drama Thriller Mystery,en,38502340,84.0,5.8,391,Jim Sheridan
50000000,Action Drama Thriller,en,10541523,114.0,5.9,81,Costa-Gavras
50000000,Action Adventure Comedy Family,en,16671505,99.0,5.8,274,Patrick Read Johnson
50000000,Drama History Romance,en,10382407,135.0,5.5,108,Roland Joff\u00e9
22000000,Drama Thriller,en,24188922,108.0,6.5,235,Doug Liman
50000000,Action Crime,en,22944502,127.0,6.0,444,Tony Scott
50000000,Action Thriller Mystery Romance,en,9851610,95.0,5.2,44,William Friedkin
50000000,Action Thriller Science Fiction,en,40828540,95.0,5.6,760,Brian Taylor
60000000,Fantasy Drama Romance,en,60052138,124.0,5.6,984,Richard LaGravenese
55000000,Comedy Crime Drama Thriller,en,0,109.0,5.9,132,Danny DeVito
50000000,Comedy,en,55969000,100.0,4.7,797,Ben Stiller
50000000,Comedy Crime,en,6808550,88.0,5.0,76,George Armitage
60000000,Comedy Drama Romance Science Fiction,en,0,105.0,5.4,37,Mike Nichols
50000000,Fantasy Thriller Action Crime,en,28931401,105.0,5.3,600,Patrick Lussier
50000000,Action Adventure Science Fiction Thriller,en,12764201,97.0,3.9,112,Andrzej Bartkowiak
49000000,Action Science Fiction Thriller,en,72700000,87.0,5.7,437,James Wong
49000000,Action Comedy Thriller Crime Mystery,en,20423389,104.0,6.2,71,Renny Harlin
50000000,Drama Comedy,en,36348784,116.0,7.2,666,Richard Curtis
48000000,Thriller Drama Crime,en,207515725,147.0,6.9,562,Steven Soderbergh
48000000,Adventure Action,en,474171806,127.0,7.6,3152,Steven Spielberg
0,Drama Romance,en,68929150,130.0,6.5,639,Joe Wright
49000000,Crime Action Science Fiction,en,104399548,120.0,6.6,3062,Neill Blomkamp
73000000,Drama Mystery Thriller Crime,en,151493655,118.0,6.5,826,Phillip Noyce
48000000,Crime Drama Thriller,en,196397415,111.0,6.5,1267,David Fincher
0,Horror,de,0,0.0,4.3,13,Chuck Bowman
75000000,Action Adventure Comedy,en,108000000,114.0,6.6,692,David O. Russell
50000000,Crime Thriller,en,3324330,137.0,6.1,547,Daniel Espinosa
48000000,Adventure Comedy,en,85498534,112.0,6.0,518,Jerry Zucker
48000000,Drama Science Fiction,en,50315140,120.0,7.1,695,Iain Softley
0,Comedy Fantasy Romance Science Fiction,en,0,118.0,6.0,418,James Mangold
48000000,Fantasy Comedy Romance,en,90383208,93.0,5.6,512,Harold Ramis
58000000,Music Drama Crime Romance,en,25928721,127.0,6.6,68,Francis Ford Coppola
55000000,Western,en,70016220,122.0,6.9,1188,James Mangold
48000000,Thriller Action,en,325771424,109.0,6.1,2200,Olivier Megaton
48000000,Romance Comedy Crime,en,77745568,123.0,6.5,333,Steven Soderbergh
47000000,Comedy Drama Thriller,en,102825796,96.0,5.7,594,Ben Stiller
0,Drama,hi,528972,101.0,6.6,9,Deepa Mehta
47000000,Adventure Action Comedy Thriller Crime,en,103738726,103.0,5.9,251,Warren Beatty
48000000,Drama Crime Romance,en,124305181,113.0,6.6,339,John McTiernan
48000000,Comedy Drama Romance,en,35743308,132.0,6.5,103,Penny Marshall
15000000,Action Adventure Thriller War,en,125212904,93.0,7.2,1488,Ted Kotcheff
0,Drama Science Fiction Adventure Mystery,ru,0,167.0,7.7,357,Andrei Tarkovsky
47000000,Animation Comedy Family Fantasy Science Fiction,en,38085778,75.0,4.6,104,Yvette Kaplan
47000000,Drama Horror Thriller Romance,en,12379402,104.0,5.7,74,Stephen Frears
38000000,Comedy Romance,en,299288605,105.0,6.3,584,P.J. Hogan
0,Comedy Romance,en,0,102.0,5.5,252,Joe Roth
46000000,Crime Mystery Thriller,en,113714830,118.0,6.8,1148,Christopher Nolan
46000000,Science Fiction Action Adventure Thriller,en,150000000,111.0,7.0,661,Jonathan Frakes
47000000,Action Western Drama Fantasy Thriller,en,10539000,80.0,4.4,420,Jimmy Hayward
46000000,Drama Thriller Mystery War,en,100860818,117.0,6.2,232,Edward Zwick
45000000,Comedy,en,181000000,86.0,6.4,1424,Tom Shadyac
25000000,Crime Drama Thriller,en,15436808,127.0,6.6,573,Brad Furman
46000000,Drama History War,en,5200000,140.0,6.5,2,Terence Young
46000000,Fantasy Comedy Family,en,341631208,91.0,5.0,543,Brian Levant
45000000,Action Crime Thriller,en,376141306,91.0,6.1,2757,Olivier Megaton
48000000,Comedy,en,220673217,84.0,5.8,912,David Zucker
45000000,Comedy Crime Action,en,212000000,111.0,6.1,961,Donald Petrie
45000000,Action Science Fiction Adventure Comedy Family,en,101702060,93.0,5.8,1309,Eric Brevig
40000000,Comedy Drama Family Romance,en,95149435,113.0,6.0,697,Garry Marshall
45000000,Drama Mystery Thriller Crime,en,195268056,141.0,6.3,371,Alan J. Pakula
45000000,Drama Thriller Crime Mystery,en,117615211,119.0,6.4,278,Joel Schumacher
45000000,Drama Comedy,en,175372502,97.0,7.0,1111,Rob Reiner
45000000,Drama Action Thriller Crime,en,178051587,117.0,6.3,433,Phillip Noyce
43000000,Romance Comedy,en,154749918,101.0,5.6,406,Robert Luketic
46000000,Drama Thriller Crime,en,122126687,153.0,7.9,3085,Denis Villeneuve
45000000,Action Crime Drama Thriller,en,104876233,122.0,7.3,1634,Antoine Fuqua
45000000,Comedy Family Science Fiction,en,90683916,102.0,6.9,710,Dean Parisot
45000000,Comedy,en,141220678,83.0,5.4,982,Keenen Ivory Wayans
45000000,Comedy Family Music,en,165184237,103.0,6.5,501,James Bobin
45000000,Horror Action,en,131183530,120.0,6.5,1905,Stephen Norrington
30000000,Drama,en,76669806,136.0,7.3,496,Thomas Carter
45000000,Action Adventure Crime Thriller,en,94935764,89.0,5.9,299,Roger Michell
45000000,Adventure Horror Thriller,en,136885767,89.0,4.7,610,Luis Llosa
45000000,Comedy,en,113916474,100.0,5.8,575,David McNally
40000000,Comedy Romance Drama,en,244931766,135.0,7.0,1869,Richard Curtis
120000000,Adventure Animation Comedy Family,en,363258859,95.0,6.8,2303,Andrew Stanton
35000000,Horror Mystery Thriller,en,74558115,122.0,6.6,741,Albert Hughes
45000000,Action Thriller,en,170362582,110.0,5.5,313,Luis Llosa
45000000,Comedy Drama Romance,en,53854588,135.0,5.9,150,Ron Shelton
0,Comedy Drama Family,en,0,111.0,6.2,26,Melville Shavelson
45000000,Romance Comedy Family,en,56070433,95.0,5.6,176,Jesse Dylan
50000000,Adventure Comedy Family Science Fiction,en,104478416,109.0,6.6,1315,Garth Jennings
0,Comedy Drama Family,en,0,93.0,4.3,69,Joel Zwick
45000000,Horror Action Science Fiction,en,148412065,94.0,6.1,1292,Russell Mulcahy
40000000,Comedy,en,123494610,117.0,6.6,1006,Frank Coraci
45000000,Adventure Comedy Drama,en,38399961,112.0,6.4,119,Wayne Wang
45000000,Action Adventure Crime Thriller,en,0,111.0,6.1,210,Curtis Hanson
45000000,Adventure Family Fantasy,en,0,96.0,5.9,134,Frank Oz
45000000,Crime Drama Thriller,en,82966152,131.0,6.2,766,Oliver Stone
25000000,Action Adventure Crime Thriller,en,56422687,94.0,6.1,537,David R. Ellis
40000000,Adventure Action Comedy,en,160583018,88.0,6.0,852,Peter Howitt
50000000,Fantasy Adventure Animation Comedy Family,en,55181129,88.0,5.5,366,John A. Davis
40000000,Action Science Fiction Adventure,en,30925690,137.0,6.5,562,David Lynch
0,Adventure Drama Music Romance,en,0,133.0,7.1,410,Julie Taymor
35000000,Drama Romance,en,75225693,119.0,6.7,796,Sam Mendes
55000000,Action Adventure Crime Thriller,en,65664721,105.0,6.2,661,Richard Donner
70000000,Action Adventure Science Fiction Thriller,en,72108608,101.0,5.4,676,Mathieu Kassovitz
45000000,Action Adventure Crime Drama Thriller,en,0,92.0,4.7,100,John Gray
45000000,Comedy Fantasy Science Fiction,en,0,117.0,5.5,154,Harold Ramis
45000000,Adventure Comedy Family Fantasy Science Fiction,en,57881056,86.0,5.3,244,John Schultz
35000000,Crime Drama Mystery Thriller,en,29400000,123.0,6.5,215,Sean Penn
45000000,Comedy Music,en,38058335,134.0,6.1,151,Susan Stroman
45000000,Adventure Action,en,17300889,100.0,4.7,136,Simon Wincer
57000000,Drama Romance Western,en,0,117.0,5.8,60,Billy Bob Thornton
44000000,History Drama,en,13681765,192.0,7.1,71,Oliver Stone
45000000,Thriller Mystery,en,60222298,128.0,6.7,670,Roman Polanski
45000000,Adventure Action Horror Science Fiction,en,11203026,106.0,6.0,154,Stephen Sommers
45000000,Drama War,en,9323833,160.0,6.3,90,Spike Lee
110,Action Drama Fantasy,zh,0,114.0,6.6,203,Zhang Yimou
45000000,Action Crime Thriller,en,42487390,99.0,5.0,332,Danny Pang
40000000,Action Comedy Thriller,en,8493890,85.0,6.3,80,Barry Sonnenfeld
45000000,Drama Romance,en,4607608,139.0,6.4,81,Mike Newell
45000000,Action Thriller,en,2154540,103.0,4.0,11,George P. Cosmatos
45000000,Crime Adventure Action Comedy Thriller,en,160078586,101.0,6.0,1007,Oliver Parker
65000000,Animation Action Comedy Family,en,73706,87.0,2.3,28,Lawrence Kasanoff
44500000,Drama Thriller,en,232324128,120.0,7.1,3423,Ben Affleck
44000000,Adventure Action Thriller Crime Mystery,en,368875760,130.0,7.2,1220,Andrew Davis
40000000,Action,en,136000000,110.0,5.5,858,Andy Tennant
44000000,Crime Drama Thriller,en,165615285,147.0,7.3,715,Barry Levinson
44000000,Action Adventure Thriller War,en,300400432,96.0,6.3,864,George P. Cosmatos
44000000,Drama Thriller,en,0,118.0,5.5,89,Brian Gibson
2600000,Animation Family,en,84300000,88.0,6.9,1355,Ben Sharpsteen
44000000,Action Drama History Western,en,3484331,219.0,6.4,55,Michael Cimino
50000000,Fantasy Action Science Fiction Thriller,en,111340801,106.0,6.4,1528,Len Wiseman
40000000,Drama Science Fiction Thriller,en,34227298,109.0,5.6,685,Paul McGuigan
43000000,Drama,en,80049764,136.0,7.0,302,Gus Van Sant
43000000,Comedy Drama,en,0,103.0,6.0,208,Betty Thomas
45000000,Action Crime,en,50871113,103.0,6.6,518,Louis Leterrier
43000000,Romance Comedy,en,68696770,84.0,5.3,280,Roger Kumble
42000000,Drama Mystery Thriller,en,270248367,154.0,6.6,501,Sydney Pollack
44000000,Drama,en,48190704,99.0,6.8,566,Burr Steers
40000000,Action Thriller Crime,en,51070807,93.0,6.3,1045,Simon West
42000000,Action Comedy Crime,en,201585328,109.0,6.7,4074,Phil Lord
42000000,Romance Comedy Drama,en,363889678,124.0,7.0,1262,Roger Michell
45000000,Animation Comedy Family,en,224834564,84.0,6.5,1150,Nick Park
42000000,Comedy Romance,en,171963386,90.0,5.8,773,John Hamburg
40000000,Comedy Romance,en,70100000,117.0,5.4,134,Reginald Hudlin
43000000,Action Comedy Crime,en,158674180,117.0,6.5,1575,Paul Feig
31115000,Drama History Romance,en,71000000,248.0,6.7,146,Joseph L. Mankiewicz
0,Comedy,en,73100172,105.0,6.0,593,Frank Coraci
42000000,Drama Mystery Thriller Crime,en,63781810,115.0,6.1,184,Carl Franklin
42000000,Comedy Drama Romance,en,0,126.0,6.5,47,Barbra Streisand
32000000,Drama Horror Mystery,en,55157539,119.0,6.1,305,Mark Pellington
42000000,Comedy,en,0,83.0,5.4,518,Larry Charles
32000000,Adventure Action Thriller,en,156167015,133.0,5.9,541,John Glen
42000000,Fantasy Thriller Horror,en,89162162,100.0,5.6,922,Catherine Hardwicke
60000000,Action Crime Thriller,en,56359980,120.0,5.7,191,John Herzfeld
48000000,Adventure Comedy Family Fantasy,en,20915465,104.0,4.0,232,Annabel Jankel
42000000,Crime Drama Thriller,en,24127895,122.0,7.0,1335,Andrew Niccol
31000000,Drama Adventure Action History,zh,177394432,99.0,7.2,635,Zhang Yimou
40000000,Action Comedy Crime,en,36893721,91.0,5.3,388,Julie Anne Robinson
44000000,Action Comedy,en,12342632,112.0,6.1,2304,Seth Rogen
42000000,Adventure Fantasy Action Western Thriller,en,11087569,100.0,6.3,136,Sngmoo Lee
33000000,Action Comedy Crime,fr,14000000,100.0,6.8,148,Jean-Pierre Jeunet
41000000,Drama,en,215000000,110.0,6.8,1626,Curtis Hanson
0,Adventure Comedy Animation,fr,0,100.0,5.3,125,Jamel Debbouze
65000000,Adventure Drama Romance Action,en,117487473,132.0,6.6,907,Brian Helgeland
41000000,Thriller Fantasy Action Comedy,en,0,88.0,5.3,281,Gordon Chan
40000000,Mystery Thriller Drama,en,672806292,107.0,7.7,3147,M. Night Shyamalan
42000000,Action Thriller Crime,en,46221189,102.0,6.2,925,Asger Leth
41000000,Comedy,en,7448385,100.0,5.6,248,David Frankel
8000000,Drama,en,90815558,126.0,6.9,891,John G. Avildsen
40000000,Drama Crime,en,251171807,138.0,6.8,2807,David O. Russell
40000000,Comedy Romance Drama,en,317375031,108.0,6.7,1804,Anne Fletcher
70000000,Crime Drama Mystery Thriller,en,177841558,105.0,6.2,278,Bruce Beresford
40000000,Adventure Comedy Family Science Fiction,en,332000000,108.0,7.4,3829,Robert Zemeckis
40000000,Action Science Fiction,en,126546825,89.0,6.3,5878,Luc Besson
40000000,Drama Romance Thriller,en,571006128,125.0,5.2,3254,Sam Taylor-Johnson
38000000,Action Adventure Comedy Family Science Fiction,en,197011982,84.0,4.7,511,Robert Rodriguez
40000000,Crime Drama Thriller,en,152266007,149.0,7.0,509,Joel Schumacher
40000000,Comedy,en,190212113,98.0,6.0,699,Shawn Levy
40000000,Action Drama Thriller War,en,149295601,121.0,7.4,1526,Peter Berg
40000000,Comedy,en,107458785,128.0,6.7,354,Penny Marshall
40000000,Horror,en,320170008,134.0,7.0,1949,James Wan
40000000,Drama,en,224920315,120.0,7.1,3391,David Fincher
40000000,Comedy Romance Drama,en,177259441,129.0,6.2,959,Ken Kwapis
45000000,Comedy,en,178262620,83.0,5.3,750,David Zucker
40000000,Horror Mystery,en,161834276,116.0,5.7,736,Wes Craven
40000000,Adventure Comedy Family Science Fiction,en,244527583,118.0,7.1,2900,Robert Zemeckis
40000000,Comedy,en,111811453,100.0,5.9,944,Etan Cohen
40000000,Romance Horror,en,215862692,128.0,7.1,1056,Francis Ford Coppola
40000000,Romance Drama,en,129540499,123.0,6.6,560,Nora Ephron
40000000,Drama,en,95020213,128.0,6.8,787,Brian Helgeland
40000000,Thriller Crime Drama,en,128798265,139.0,7.0,767,Anthony Minghella
40000000,Comedy,en,169837010,110.0,5.4,1127,Bobby Farrelly
40000000,Adventure Drama Family,en,120455994,120.0,6.7,542,Frank Marshall
35000000,Comedy,en,194564672,121.0,7.1,1881,Nancy Meyers
40000000,Action Comedy,en,124827316,102.0,6.1,555,Tim Story
40000000,Action Adventure Drama History Romance,en,75505856,112.0,7.1,732,Michael Mann
40000000,Drama Music,en,124731534,152.0,7.2,467,Taylor Hackford
40000000,Action Thriller Crime,en,158733820,124.0,7.2,2691,Robert Rodriguez
40000000,Drama Action Thriller Crime,en,151161491,90.0,6.2,716,Pete Travis
41000000,Comedy,en,91636986,105.0,6.5,515,John Hamburg
40000000,Comedy Romance,en,141069860,114.0,5.7,731,Bobby Farrelly
40000000,Drama Thriller History,en,205405498,189.0,7.5,502,Oliver Stone
40000000,Comedy Crime,en,138259062,99.0,5.4,371,John Whitesell
57000000,Action Comedy Crime Romance,en,147845033,123.0,5.8,441,Gore Verbinski
20000000,Comedy,en,136267476,102.0,6.1,1350,Burr Steers
40000000,Comedy Romance,en,196781193,109.0,6.2,1437,Nick Cassavetes
40000000,Horror Mystery,en,186167139,82.0,5.4,831,David R. Ellis
40000000,Thriller Drama,en,165478348,141.0,7.2,2583,Steven Spielberg
40000000,Action Drama Thriller War,en,91753202,106.0,6.0,457,John Moore
40000000,Comedy,en,90029656,109.0,5.9,612,Nicholas Stoller
50000000,Drama Romance Comedy,en,170128460,107.0,5.9,297,Peter Chelsom
40000000,Comedy Adventure Fantasy Science Fiction Action,en,54682547,110.0,6.2,511,Joe Dante
40000000,Action Adventure Fantasy Horror Science Fiction,en,87840042,96.0,5.0,336,Mark A.Z. Dipp\u00e9
35000000,Action Adventure Drama Thriller,en,75395048,131.0,7.3,453,Kevin Reynolds
40000000,Crime Drama Thriller,en,85412898,119.0,7.0,902,Brad Furman
30000000,Action Mystery Thriller,en,130786397,113.0,6.5,1265,Jaume Collet-Serra
40000000,Drama Mystery Thriller,en,109676311,130.0,8.0,4391,Christopher Nolan
42000000,Comedy,en,107670357,108.0,6.1,1536,Sean Anders
40000000,Animation Comedy Adventure Family Science Fiction,en,74597643,89.0,5.7,332,Callan Brunker
40000000,Action Adventure Drama Thriller,en,120175290,139.0,7.3,1221,Mel Gibson
40000000,Action Adventure Thriller,en,191185897,130.0,6.2,440,John Glen
40000000,Action Science Fiction Adventure Thriller,en,126248813,107.0,6.0,1206,Nimr\u00f3d Antal
0,Comedy Crime Drama Romance Thriller,en,0,116.0,5.8,51,Ivan Reitman
40000000,Thriller Mystery,en,92913171,96.0,6.4,972,David Koepp
40000000,Romance Drama Mystery,en,114830111,99.0,6.5,670,Alejandro Agresti
43000000,Drama Horror Mystery Thriller,en,91974818,104.0,6.4,573,Iain Softley
0,Fantasy Drama Comedy Family,en,51854875,105.0,6.5,386,Peter Hedges
40000000,Comedy Romance,en,84601681,101.0,6.0,394,Paul Weiland
40000000,Music Drama,en,67347013,134.0,6.8,255,Clint Eastwood
40000000,Drama Crime Thriller,en,45916769,135.0,6.7,235,Francis Ford Coppola
40000000,Horror Thriller,en,141591324,98.0,5.8,629,Mathieu Kassovitz
36000000,Drama History Mystery,en,74000000,155.0,6.8,316,Steven Spielberg
40000000,Adventure,en,0,106.0,5.8,114,John McTiernan
40000000,Fantasy Action Science Fiction Thriller Horror,en,41797066,94.0,4.9,740,Colin Strause
40000000,Comedy Family,en,0,95.0,5.4,415,Donald Petrie
65000000,Drama Romance,en,0,103.0,5.7,135,Joan Chen
40000000,Comedy Music Romance,en,145896422,96.0,6.2,554,Marc Lawrence
40000000,Adventure Comedy Science Fiction,en,97552050,104.0,6.5,1789,Greg Mottola
40000000,Comedy,en,41863726,95.0,5.4,284,Anne Fletcher
40000000,Horror Mystery,en,97138686,111.0,6.1,902,Wes Craven
40000000,Thriller Crime Mystery,en,96618699,123.0,6.1,474,Joel Schumacher
38000000,Drama Music,en,34416893,140.0,6.7,275,Oliver Stone
40000000,Comedy,en,126069509,97.0,5.3,1695,Jake Kasdan
40000000,Comedy Drama,en,36037909,94.0,5.0,40,Diane Keaton
47000000,Horror Mystery,en,157887643,92.0,5.9,866,Steven Quale
0,Comedy Crime Romance,en,0,102.0,5.3,140,Kelly Makin
40000000,Drama Romance,en,55707411,122.0,7.0,432,Mimi Leder
30000000,Comedy Drama Romance,en,50451307,103.0,5.9,182,Bobby Farrelly
40000000,Comedy,en,0,102.0,5.5,275,Steven Brill
0,Comedy Western,en,0,116.0,5.8,1468,Seth MacFarlane
25000000,Adventure Fantasy Action Thriller Science Fiction,en,48063435,108.0,5.4,138,Russell Mulcahy
40000000,Drama,en,55247881,129.0,6.9,708,Stephen Daldry
